year,party_id,party,lrgen,lrecon,galtan,redistribution
2014,3109,HSP,9.25,4.714285850524902,9.375,4.25
2019,3110,SDSS,3.083333253860474,2.736842155456543,2.904761791229248,3.052631616592407
2014,3112,HL-SR,2,2,2.125,1.25
2014,3113,HSP-AS,9,4.75,9.25,4
2014,3114,ORaH,2.444444417953491,3,1,3.125
2019,3115,Most,7.82608699798584,5.772727489471436,8.5,4.449999809265137
2019,3116,ZZ,4.789473533630371,3.190476179122925,4.956521511077881,2.809523820877075
2019,3117,MB 365,5.636363506317139,3.666666746139526,6.043478488922119,3.272727251052856
2019,3118,NS-R,4.636363506317139,6,2.954545497894287,5.761904716491699
2019,3119,HKS,9.260869979858398,6,9.47826099395752,5.07692289352417
2019,3701,PL,6.142857074737549,6.428571224212646,2,3.714285612106323
2019,3702,PN,6.142857074737549,6.428571224212646,6.571428775787354,3.571428537368774
2019,3801,CSV,6,5.5,6,3.5
2019,3802,Greng,4.5,4.5,3,4
2019,3803,DP,5.5,5.5,4,6.5
2019,3804,LSAP,4,4,4,3.5
2019,3805,ADR,8,7,8,4.5
2019,3806,DL,1.5,1.5,2.5,1.5
2019,3807,PPLU,5,5.5,5,5
2019,4001,DISY,7.5,8,6.5,8
2014,4002,EVROKO,8.666666984558105,8.5,7.25,7.5
2019,4003,AKEL,3,2.5,2.5,1
2019,4004,DIKO,5.5,6,6,4.5
2019,4005,EDEK,4.5,4.5,6,4
2019,4006,KOP,4.5,4,3,2
2019,4007,SYM,4.5,4.5,3.5,5
2019,4008,KINHMA,7,7,7.5,5.5
2019,4009,ELAM,10,7.5,10,6
